hidden_size,dropout_rate,use_bn,learning_rate,batch_size,train_loss,val_loss,MAE,MSE,Percent Error
16,0.3,False,0.0001,32,0.5822391179786911,2.3151354842506375,2.684594690518116,12.832352424680812,3.9423400702533797
16,0.2,False,0.0001,16,0.5792193753047075,2.3097513979131525,2.69419484176035,13.194680031675727,3.964694576077131
32,0.2,False,0.0001,32,0.5747057183075516,2.3600153146525145,2.720060081181564,13.369952839309889,4.001224845127967
32,0.2,False,0.0001,16,0.5732192847508681,2.354934814890383,2.7139922344778467,13.742700362704038,4.001604620019864
16,0.1,False,0.0001,16,0.5748376051820404,2.367446948794037,2.7237746711791027,13.597389904057305,4.01364086247078
16,0.0,False,0.0001,32,0.5728170238163993,2.290245004227981,2.729448240385281,13.607974345353488,4.022055412692385
64,0.3,False,0.0001,32,0.5707012391060111,2.308990336972263,2.7499094444935714,13.95960124229025,4.052998560595342
32,0.3,False,0.0001,8,0.5717657947671504,2.348454164987496,2.7590537934791386,14.1082202794992,4.066752682367572
32,0.3,False,0.0001,32,0.5780182599668074,2.3574786797813747,2.7610391932209644,14.486511898797083,4.080734588407365
16,0.1,False,0.0001,32,0.598699603965987,2.227566459998783,2.7720895662082463,13.605905271214287,4.081147354143935
32,0.1,False,0.0001,32,0.574246868518931,2.4061554491284336,2.761363012959638,14.655289452539822,4.0827466073746415
16,0.2,False,0.0001,8,0.578449391284098,2.352766657629503,2.793268011498639,14.700821914457162,4.127892509098682
16,0.0,False,0.0001,8,0.5682470661416889,2.4499482931355714,2.801590374323327,14.716470887931315,4.1333146141852986
32,0.3,False,0.0001,16,0.5728415900246759,2.3257828927322812,2.816173355222687,15.251152402843625,4.167345899813031
32,0.0,False,0.0001,32,0.5694880280779339,2.4119273732302218,2.81285708269735,15.541613234917108,4.168557415201525
16,0.2,False,0.0001,32,0.5800063868481462,2.3601142519547533,2.81968160614254,15.574768665722397,4.177190253848849
64,0.1,False,0.0001,32,0.5710637699639161,2.4585383761070463,2.8434115162045934,15.781224565184617,4.21132407015707
16,0.0,False,0.0001,16,0.5694267764321633,2.3463063786623506,2.8591776990515037,15.92841388864743,4.242472624811125
32,0.2,False,0.0001,8,0.5727619220804704,2.41799509195471,2.878999223483829,15.911002676138446,4.25943567406838
16,0.3,False,0.0001,16,0.5965285466521801,2.3152603486781063,2.8901639082300385,16.042942220727728,4.277438626178038
64,0.3,False,0.0001,16,0.5700633930513962,2.4111436340648664,2.920725989154005,16.9726607090945,4.342842064509815
64,0.2,False,0.0001,32,0.5705346663658343,2.4980798425410575,2.9992799924114557,18.03751211101275,4.460496973373436
16,0.3,False,0.0005,32,0.5712291150502893,2.4281305418655337,3.103764298206239,19.134185598590093,4.625240816314824
64,0.3,False,0.0001,8,0.5707255344462535,2.534138005901231,3.1519713184026283,20.390166181287373,4.708036684221409
64,0.2,False,0.0001,16,0.5693910572662079,2.5466539235925483,3.215675474151852,20.993334112972352,4.805921770498248
16,0.1,False,0.0001,8,0.5760677119062474,2.466455549402199,3.250538400965413,20.355133154067005,4.843723945552835
128,0.3,False,0.0001,32,0.5714076121715446,2.6488367003414472,3.2684783515029068,22.033212407851682,4.885054377073834
32,0.1,False,0.0001,16,0.5711679962910806,2.571383505470668,3.315615039735328,22.019195761020207,4.961519362584099
32,0.1,False,0.0001,8,0.5692788747384526,2.609216166108022,3.329143587247593,22.700379627279712,4.975468357459704
16,0.3,False,0.0005,16,0.572057048023807,2.5435181365182746,3.5472049412764903,26.31126338798667,5.302674698970845
64,0.2,False,0.0001,8,0.5706072837240508,2.790667473940039,3.540461890153059,25.423020517322136,5.313296263732143
16,0.2,False,0.0005,32,0.5767901530818955,2.6375918975460673,3.852928308802327,32.20857617141688,5.780144369321447
16,0.3,False,0.0001,8,0.5783239734263667,2.443764633811981,3.912824615718812,34.581015475898425,5.910303242725241
128,0.2,False,0.0001,32,0.5690029745784279,2.8437916793370905,3.981729792797659,31.681748544875607,6.007041859626215
32,0.0,False,0.0001,8,0.5668177477895556,2.79276533598014,4.286467950175128,36.49723621566569,6.489716242737568
